,BEARING,mean_ted,std_ted,freq_ted,island
1786,210,0.200909487,0.6070085,238642,OAH
1787,220,0.203504131,0.58855565,239341,OAH
1788,230,0.210303105,0.56094901,247516,OAH
1789,240,0.238472636,0.604968043,265855,OAH
1790,250,0.312882151,0.733488315,285446,OAH
1791,260,0.422839907,0.851000255,290939,OAH
1792,270,0.486012369,0.954615606,319229,OAH
1793,280,0.512973092,1.10908899,385457,OAH
1794,290,0.468624176,1.087826447,462993,OAH
1795,300,0.264805714,0.666433598,533664,OAH
1796,310,0.132316951,0.399575215,541557,OAH
1797,320,0.056348629,0.194104559,567901,OAH
1798,330,0.040215969,0.137758267,652869,OAH
1799,340,0.034434152,0.119455128,677400,OAH
1800,350,0.029416914,0.102051041,636212,OAH
1801,0,0.02103727,0.069722926,576277,OAH
1802,10,0.013809099,0.043223528,527193,OAH
1803,20,0.008546354,0.023165515,487689,OAH
1804,30,0.006248182,0.014197852,443633,OAH
1805,40,0.006039371,0.013203127,413922,OAH
1806,50,0.007466268,0.017061861,422308,OAH
1807,60,0.009801286,0.02340091,468800,OAH
1808,70,0.016179094,0.039441149,613162,OAH
1809,80,0.025637585,0.061295903,818725,OAH
1810,90,0.059672226,0.133985158,1031412,OAH
1811,100,0.147041694,0.320425626,1096288,OAH
1812,110,0.252405723,0.564356222,930726,OAH
1813,120,0.33821439,0.794248403,683945,OAH
1814,130,0.35656486,0.878067956,458230,OAH
1815,140,0.340255709,0.881096982,291167,OAH
1816,150,0.304769357,0.860768743,256210,OAH
1817,160,0.26691098,0.823672657,267368,OAH
1818,170,0.216951353,0.709717198,270464,OAH
1819,180,0.19202848,0.639486356,267425,OAH
1820,190,0.193371644,0.654760092,263093,OAH
1821,200,0.201993456,0.640155423,249544,OAH
1822,210,0.200909487,0.6070085,238642,OAH
1823,220,0.203504131,0.58855565,239341,OAH
1824,230,0.210303105,0.56094901,247516,OAH
1825,240,0.238472636,0.604968043,265855,OAH
1826,250,0.312882151,0.733488315,285446,OAH
1827,260,0.422839907,0.851000255,290939,OAH
1828,270,0.486012369,0.954615606,319229,OAH
1829,280,0.512973092,1.10908899,385457,OAH
1830,290,0.468624176,1.087826447,462993,OAH
1831,300,0.264805714,0.666433598,533664,OAH
1832,310,0.132316951,0.399575215,541557,OAH
1833,320,0.056348629,0.194104559,567901,OAH
1834,330,0.040215969,0.137758267,652869,OAH
1835,340,0.034434152,0.119455128,677400,OAH
1836,350,0.029416914,0.102051041,636212,OAH
1837,0,0.369229858,0.407971827,14803,OFU
1838,10,0.373117121,0.421834917,16259,OFU
1839,20,0.330801953,0.348036973,17639,OFU
1840,30,0.33085623,0.254839037,21426,OFU
1841,40,0.364921029,0.299873056,26949,OFU
1842,50,0.417606999,0.349273007,30855,OFU
1843,60,0.338397939,0.303091609,32093,OFU
1844,70,0.155868853,0.162501958,30878,OFU
1845,80,0.122369774,0.121118566,31503,OFU
1846,90,0.290223424,0.335819502,39512,OFU
1847,100,0.692265698,0.759102891,37617,OFU
1848,110,1.762497496,1.768741764,37906,OFU
1849,120,1.812200106,1.811984674,35105,OFU
1850,130,1.789225077,1.691202762,25996,OFU
1851,140,1.66325138,1.653045503,20457,OFU
1852,150,1.844093705,1.764461645,15361,OFU
1853,160,2.229416818,1.912686487,11105,OFU
1854,170,2.588164001,2.030718878,9189,OFU
1855,180,2.514512365,2.110845543,8636,OFU
1856,190,1.990807441,1.633701748,9383,OFU
1857,200,1.665173948,1.589146917,10312,OFU
1858,210,1.576196398,1.888436715,12724,OFU
1859,220,1.400471178,1.831803232,15928,OFU
1860,230,1.640270001,2.116473781,19745,OFU
1861,240,1.302233995,1.852892181,25363,OFU
1862,250,0.683862864,0.830902087,26352,OFU
1863,260,0.236733489,0.234892972,30561,OFU
1864,270,0.113450174,0.13926568,59164,OFU
1865,280,0.128248034,0.144741959,75963,OFU
1866,290,0.131813148,0.141428243,52688,OFU
1867,300,0.130803147,0.144780008,33696,OFU
1868,310,0.152708457,0.138545989,24105,OFU
1869,320,0.191749985,0.160397552,18418,OFU
1870,330,0.240797941,0.1955677,14767,OFU
1871,340,0.260339728,0.281976741,13784,OFU
1872,350,0.329243848,0.334400497,14461,OFU
1873,0,0.369229858,0.407971827,14803,OFU
1874,10,0.373117121,0.421834917,16259,OFU
1875,20,0.330801953,0.348036973,17639,OFU
1876,30,0.33085623,0.254839037,21426,OFU
1877,40,0.364921029,0.299873056,26949,OFU
1878,50,0.417606999,0.349273007,30855,OFU
1879,60,0.338397939,0.303091609,32093,OFU
1880,70,0.155868853,0.162501958,30878,OFU
1881,80,0.122369774,0.121118566,31503,OFU
1882,90,0.290223424,0.335819502,39512,OFU
1883,100,0.692265698,0.759102891,37617,OFU
1884,110,1.762497496,1.768741764,37906,OFU
1885,120,1.812200106,1.811984674,35105,OFU
1886,130,1.789225077,1.691202762,25996,OFU
1887,140,1.66325138,1.653045503,20457,OFU
1888,150,1.844093705,1.764461645,15361,OFU
1889,160,2.229416818,1.912686487,11105,OFU
1890,170,2.588164001,2.030718878,9189,OFU
1891,180,2.514512365,2.110845543,8636,OFU
1892,190,1.990807441,1.633701748,9383,OFU
1893,200,1.665173948,1.589146917,10312,OFU
1894,210,1.576196398,1.888436715,12724,OFU
1895,220,1.400471178,1.831803232,15928,OFU
1896,230,1.640270001,2.116473781,19745,OFU
1897,240,1.302233995,1.852892181,25363,OFU
1898,250,0.683862864,0.830902087,26352,OFU
1899,260,0.236733489,0.234892972,30561,OFU
1900,270,0.113450174,0.13926568,59164,OFU
1901,280,0.128248034,0.144741959,75963,OFU
1902,290,0.131813148,0.141428243,52688,OFU
1903,300,0.130803147,0.144780008,33696,OFU
1904,310,0.152708457,0.138545989,24105,OFU
1905,320,0.191749985,0.160397552,18418,OFU
1906,330,0.240797941,0.1955677,14767,OFU
1907,340,0.260339728,0.281976741,13784,OFU
1908,350,0.329243848,0.334400497,14461,OFU
1909,0,0.369229858,0.407971827,14803,OFU
1910,10,0.373117121,0.421834917,16259,OFU
1911,20,0.330801953,0.348036973,17639,OFU
1912,30,0.33085623,0.254839037,21426,OFU
1913,40,0.364921029,0.299873056,26949,OFU
1914,50,0.417606999,0.349273007,30855,OFU
1915,60,0.338397939,0.303091609,32093,OFU
1916,70,0.155868853,0.162501958,30878,OFU
1917,80,0.122369774,0.121118566,31503,OFU
1918,90,0.290223424,0.335819502,39512,OFU
1919,100,0.692265698,0.759102891,37617,OFU
1920,110,1.762497496,1.768741764,37906,OFU
1921,120,1.812200106,1.811984674,35105,OFU
1922,130,1.789225077,1.691202762,25996,OFU
1923,140,1.66325138,1.653045503,20457,OFU
1924,150,1.844093705,1.764461645,15361,OFU
1925,160,2.229416818,1.912686487,11105,OFU
1926,170,2.588164001,2.030718878,9189,OFU
1927,180,2.514512365,2.110845543,8636,OFU
1928,190,1.990807441,1.633701748,9383,OFU
1929,200,1.665173948,1.589146917,10312,OFU
1930,210,1.576196398,1.888436715,12724,OFU
1931,220,1.400471178,1.831803232,15928,OFU
1932,230,1.640270001,2.116473781,19745,OFU
1933,240,1.302233995,1.852892181,25363,OFU
1934,250,0.683862864,0.830902087,26352,OFU
1935,260,0.236733489,0.234892972,30561,OFU
1936,270,0.113450174,0.13926568,59164,OFU
1937,280,0.128248034,0.144741959,75963,OFU
1938,290,0.131813148,0.141428243,52688,OFU
1939,300,0.130803147,0.144780008,33696,OFU
1940,310,0.152708457,0.138545989,24105,OFU
1941,320,0.191749985,0.160397552,18418,OFU
1942,330,0.240797941,0.1955677,14767,OFU
1943,340,0.260339728,0.281976741,13784,OFU
1944,350,0.329243848,0.334400497,14461,OFU
1945,0,0.793348186,1.100631196,28243,PAG
1946,10,0.560468491,1.038074733,32841,PAG
1947,20,0.474504385,0.945265582,32873,PAG
1948,30,0.558870215,0.793198996,42833,PAG
1949,40,0.554382748,0.88026404,43759,PAG
1950,50,0.473568828,0.812069345,43094,PAG
1951,60,0.613146088,1.038695132,35345,PAG
1952,70,0.602812847,1.032569939,30868,PAG
1953,80,0.4959763,0.794795827,24080,PAG
1954,90,0.490273602,0.705807202,18042,PAG
1955,100,0.535845231,0.744657898,13763,PAG
1956,110,0.629837574,0.940787432,12435,PAG
1957,120,0.693437273,1.071610169,12807,PAG
1958,130,0.79211281,1.247900695,14114,PAG
1959,140,0.969094268,1.643366381,15839,PAG
1960,150,1.103515401,1.827016642,16845,PAG
1961,160,1.155788443,1.806616705,17436,PAG
1962,170,1.078375782,1.67599016,19604,PAG
1963,180,0.920108245,1.338032647,27019,PAG
1964,190,0.956492409,1.061494466,40799,PAG
1965,200,1.275010694,1.390697124,58541,PAG
1966,210,2.286043813,2.254765821,62023,PAG
1967,220,3.950919356,3.589245772,52023,PAG
1968,230,5.358885269,3.663488648,32279,PAG
1969,240,4.896845739,2.997817351,18868,PAG
1970,250,4.60728417,2.626365056,12743,PAG
1971,260,4.240265603,2.245709767,9124,PAG
1972,270,4.037253978,1.80172577,7424,PAG
1973,280,3.403871742,1.766875239,7175,PAG
1974,290,2.685232107,1.707778228,7508,PAG
1975,300,2.141840037,1.539987822,8225,PAG
1976,310,1.666174592,1.292214706,9561,PAG
1977,320,1.27162482,1.244978458,11660,PAG
1978,330,1.031843393,1.193296089,14368,PAG
1979,340,0.965708687,1.198850248,17315,PAG
1980,350,0.928909023,1.155270469,21136,PAG
1981,0,0.793348186,1.100631196,28243,PAG
1982,10,0.560468491,1.038074733,32841,PAG
1983,20,0.474504385,0.945265582,32873,PAG
1984,30,0.558870215,0.793198996,42833,PAG
1985,40,0.554382748,0.88026404,43759,PAG
1986,50,0.473568828,0.812069345,43094,PAG
1987,60,0.613146088,1.038695132,35345,PAG
1988,70,0.602812847,1.032569939,30868,PAG
1989,80,0.4959763,0.794795827,24080,PAG
1990,90,0.490273602,0.705807202,18042,PAG
1991,100,0.535845231,0.744657898,13763,PAG
1992,110,0.629837574,0.940787432,12435,PAG
1993,120,0.693437273,1.071610169,12807,PAG
1994,130,0.79211281,1.247900695,14114,PAG
1995,140,0.969094268,1.643366381,15839,PAG
1996,150,1.103515401,1.827016642,16845,PAG
1997,160,1.155788443,1.806616705,17436,PAG
1998,170,1.078375782,1.67599016,19604,PAG
1999,180,0.920108245,1.338032647,27019,PAG
2000,190,0.956492409,1.061494466,40799,PAG
2001,200,1.275010694,1.390697124,58541,PAG
2002,210,2.286043813,2.254765821,62023,PAG
2003,220,3.950919356,3.589245772,52023,PAG
2004,230,5.358885269,3.663488648,32279,PAG
2005,240,4.896845739,2.997817351,18868,PAG
2006,250,4.60728417,2.626365056,12743,PAG
2007,260,4.240265603,2.245709767,9124,PAG
2008,270,4.037253978,1.80172577,7424,PAG
2009,280,3.403871742,1.766875239,7175,PAG
2010,290,2.685232107,1.707778228,7508,PAG
2011,300,2.141840037,1.539987822,8225,PAG
2012,310,1.666174592,1.292214706,9561,PAG
2013,320,1.27162482,1.244978458,11660,PAG
2014,330,1.031843393,1.193296089,14368,PAG
2015,340,0.965708687,1.198850248,17315,PAG
2016,350,0.928909023,1.155270469,21136,PAG
2017,0,0.793348186,1.100631196,28243,PAG
2018,10,0.560468491,1.038074733,32841,PAG
2019,20,0.474504385,0.945265582,32873,PAG
2020,30,0.558870215,0.793198996,42833,PAG
2021,40,0.554382748,0.88026404,43759,PAG
2022,50,0.473568828,0.812069345,43094,PAG
2023,60,0.613146088,1.038695132,35345,PAG
2024,70,0.602812847,1.032569939,30868,PAG
2025,80,0.4959763,0.794795827,24080,PAG
2026,90,0.490273602,0.705807202,18042,PAG
2027,100,0.535845231,0.744657898,13763,PAG
2028,110,0.629837574,0.940787432,12435,PAG
2029,120,0.693437273,1.071610169,12807,PAG
2030,130,0.79211281,1.247900695,14114,PAG
2031,140,0.969094268,1.643366381,15839,PAG
2032,150,1.103515401,1.827016642,16845,PAG
2033,160,1.155788443,1.806616705,17436,PAG
2034,170,1.078375782,1.67599016,19604,PAG
2035,180,0.920108245,1.338032647,27019,PAG
2036,190,0.956492409,1.061494466,40799,PAG
2037,200,1.275010694,1.390697124,58541,PAG
2038,210,2.286043813,2.254765821,62023,PAG
2039,220,3.950919356,3.589245772,52023,PAG
2040,230,5.358885269,3.663488648,32279,PAG
2041,240,4.896845739,2.997817351,18868,PAG
2042,250,4.60728417,2.626365056,12743,PAG
2043,260,4.240265603,2.245709767,9124,PAG
2044,270,4.037253978,1.80172577,7424,PAG
2045,280,3.403871742,1.766875239,7175,PAG
2046,290,2.685232107,1.707778228,7508,PAG
2047,300,2.141840037,1.539987822,8225,PAG
2048,310,1.666174592,1.292214706,9561,PAG
2049,320,1.27162482,1.244978458,11660,PAG
2050,330,1.031843393,1.193296089,14368,PAG
2051,340,0.965708687,1.198850248,17315,PAG
2052,350,0.928909023,1.155270469,21136,PAG
2053,0,0.310905002,0.288388064,7872,PAL
2054,10,0.312549015,0.281209535,8328,PAL
2055,20,0.306396335,0.276247951,9080,PAL
2056,30,0.304173085,0.273390379,10870,PAL
2057,40,0.312934904,0.282227666,14036,PAL
2058,50,0.307154816,0.277093768,19628,PAL
2059,60,0.328592814,0.287594181,29752,PAL
2060,70,0.361931737,0.308516782,49280,PAL
2061,80,0.480474352,0.382140764,85714,PAL
2062,90,1.23750435,1.556541706,114472,PAL
2063,100,2.791135202,3.216975353,99198,PAL
2064,110,2.41917322,3.001800402,62608,PAL
2065,120,2.444394057,3.06532549,36816,PAL
2066,130,2.537672544,3.103158047,23598,PAL
2067,140,2.523919118,2.965079392,16612,PAL
2068,150,2.488758394,2.84107264,13164,PAL
2069,160,2.441573803,2.750120651,11322,PAL
2070,170,2.462072041,2.719737543,10148,PAL
2071,180,2.501698646,2.709390328,10062,PAL
2072,190,2.487490953,2.69090846,10040,PAL
2073,200,2.582316508,2.768683365,10804,PAL
2074,210,2.592463156,2.778246436,12524,PAL
2075,220,2.614606912,2.794732546,16256,PAL
2076,230,2.610571944,2.782095931,23240,PAL
2077,240,2.571366121,2.765606313,36870,PAL
2078,250,2.35134279,2.687566435,63026,PAL
2079,260,2.174431427,2.858465353,99854,PAL
2080,270,1.229833343,1.856158067,98940,PAL
2081,280,0.482710135,0.743651691,70636,PAL
2082,290,0.390890112,0.57835461,37722,PAL
2083,300,0.363888022,0.480841962,23758,PAL
2084,310,0.336022852,0.387066565,16816,PAL
2085,320,0.32384434,0.356542462,12610,PAL
2086,330,0.323366404,0.349177176,10288,PAL
2087,340,0.317484852,0.344910471,9044,PAL
2088,350,0.317219592,0.323634781,8294,PAL
2089,0,0.310905002,0.288388064,3936,PAL
2090,10,0.312549015,0.281209535,4164,PAL
2091,20,0.306396335,0.276247951,4540,PAL
2092,30,0.304173085,0.273390379,5435,PAL
2093,40,0.312934904,0.282227666,7018,PAL
2094,50,0.307154816,0.277093768,9814,PAL
2095,60,0.328592814,0.287594181,14876,PAL
2096,70,0.361931737,0.308516782,24640,PAL
2097,80,0.480474352,0.382140764,42857,PAL
2098,90,1.23750435,1.556541706,57236,PAL
2099,100,2.791135202,3.216975353,49599,PAL
2100,110,2.41917322,3.001800402,31304,PAL
2101,120,2.444394057,3.06532549,18408,PAL
2102,130,2.537672544,3.103158047,11799,PAL
2103,140,2.523919118,2.965079392,8306,PAL
2104,150,2.488758394,2.84107264,6582,PAL
2105,160,2.441573803,2.750120651,5661,PAL
2106,170,2.462072041,2.719737543,5074,PAL
2107,180,2.501698646,2.709390328,5031,PAL
2108,190,2.487490953,2.69090846,5020,PAL
2109,200,2.582316508,2.768683365,5402,PAL
2110,210,2.592463156,2.778246436,6262,PAL
2111,220,2.614606912,2.794732546,8128,PAL
2112,230,2.610571944,2.782095931,11620,PAL
2113,240,2.571366121,2.765606313,18435,PAL
2114,250,2.35134279,2.687566435,31513,PAL
2115,260,2.174431427,2.858465353,49927,PAL
2116,270,1.229833343,1.856158067,49470,PAL
2117,280,0.482710135,0.743651691,35318,PAL
2118,290,0.390890112,0.57835461,18861,PAL
2119,300,0.363888022,0.480841962,11879,PAL
2120,310,0.336022852,0.387066565,8408,PAL
2121,320,0.32384434,0.356542462,6305,PAL
2122,330,0.323366404,0.349177176,5144,PAL
2123,340,0.317484852,0.344910471,4522,PAL
2124,350,0.317219592,0.323634781,4147,PAL
2125,0,0.310905002,0.288388064,3936,PAL
2126,10,0.312549015,0.281209535,4164,PAL
2127,20,0.306396335,0.276247951,4540,PAL
2128,30,0.304173085,0.273390379,5435,PAL
2129,40,0.312934904,0.282227666,7018,PAL
2130,50,0.307154816,0.277093768,9814,PAL
2131,60,0.328592814,0.287594181,14876,PAL
2132,70,0.361931737,0.308516782,24640,PAL
2133,80,0.480474352,0.382140764,42857,PAL
2134,90,1.23750435,1.556541706,57236,PAL
2135,100,2.791135202,3.216975353,49599,PAL
2136,110,2.41917322,3.001800402,31304,PAL
2137,120,2.444394057,3.06532549,18408,PAL
2138,130,2.537672544,3.103158047,11799,PAL
2139,140,2.523919118,2.965079392,8306,PAL
2140,150,2.488758394,2.84107264,6582,PAL
2141,160,2.441573803,2.750120651,5661,PAL
2142,170,2.462072041,2.719737543,5074,PAL
2143,180,2.501698646,2.709390328,5031,PAL
2144,190,2.487490953,2.69090846,5020,PAL
2145,200,2.582316508,2.768683365,5402,PAL
2146,210,2.592463156,2.778246436,6262,PAL
2147,220,2.614606912,2.794732546,8128,PAL
2148,230,2.610571944,2.782095931,11620,PAL
2149,240,2.571366121,2.765606313,18435,PAL
2150,250,2.35134279,2.687566435,31513,PAL
2151,260,2.174431427,2.858465353,49927,PAL
2152,270,1.229833343,1.856158067,49470,PAL
2153,280,0.482710135,0.743651691,35318,PAL
2154,290,0.390890112,0.57835461,18861,PAL
2155,300,0.363888022,0.480841962,11879,PAL
2156,310,0.336022852,0.387066565,8408,PAL
2157,320,0.32384434,0.356542462,6305,PAL
2158,330,0.323366404,0.349177176,5144,PAL
2159,340,0.317484852,0.344910471,4522,PAL
2160,350,0.317219592,0.323634781,4147,PAL
2161,0,0.780042608,1.95962899,10185,ALA
2162,10,1.005899094,2.316856588,11211,ALA
2163,20,1.292441085,2.682276568,11434,ALA
2164,30,1.487997648,2.927116154,10815,ALA
2165,40,1.92031064,3.33724668,9709,ALA
2166,50,2.636353365,3.925805766,8337,ALA
2167,60,3.380846463,4.39371013,8069,ALA
2168,70,3.727369293,4.476598379,8379,ALA
2169,80,4.063260754,4.616366468,8481,ALA
2170,90,4.24643313,4.61571605,8862,ALA
2171,100,4.007472381,4.427220669,8784,ALA
2172,110,3.466523051,3.776494981,8702,ALA
2173,120,3.084269847,3.316708531,8732,ALA
2174,130,2.424820044,2.755389688,8659,ALA
2175,140,1.681076116,1.940247645,8471,ALA
2176,150,1.440345042,1.415973084,6900,ALA
2177,160,1.227487309,0.739883405,4920,ALA
2178,170,1.237765238,0.696636577,2755,ALA
2179,180,1.438076388,1.454969848,2619,ALA
2180,190,1.936942416,1.89214987,4330,ALA
2181,200,2.452184396,2.053854209,6000,ALA
2182,210,3.521443005,2.832762782,7451,ALA
2183,220,4.874050423,3.163402843,6278,ALA
2184,230,7.171235162,2.309038029,4558,ALA
2185,240,8.902911658,1.633266926,3496,ALA
2186,250,9.952491402,0.449571017,3424,ALA
2187,260,8.938814781,1.304257346,4419,ALA
2188,270,7.639083909,1.758340858,5340,ALA
2189,280,5.751687408,2.035497353,5423,ALA
2190,290,3.801913788,2.202049949,5222,ALA
2191,300,2.291665101,1.753696187,5685,ALA
2192,310,1.366456496,1.323195724,7070,ALA
2193,320,0.459860076,0.489773065,8043,ALA
2194,330,0.337710724,0.286367562,9432,ALA
2195,340,0.348150654,0.326642743,9701,ALA
2196,350,0.551824718,1.333465454,9734,ALA
2197,0,0.780042608,1.95962899,10185,ALA
2198,10,1.005899094,2.316856588,11211,ALA
2199,20,1.292441085,2.682276568,11434,ALA
2200,30,1.487997648,2.927116154,10815,ALA
2201,40,1.92031064,3.33724668,9709,ALA
2202,50,2.636353365,3.925805766,8337,ALA
2203,60,3.380846463,4.39371013,8069,ALA
2204,70,3.727369293,4.476598379,8379,ALA
2205,80,4.063260754,4.616366468,8481,ALA
2206,90,4.24643313,4.61571605,8862,ALA
2207,100,4.007472381,4.427220669,8784,ALA
2208,110,3.466523051,3.776494981,8702,ALA
2209,120,3.084269847,3.316708531,8732,ALA
2210,130,2.424820044,2.755389688,8659,ALA
2211,140,1.681076116,1.940247645,8471,ALA
2212,150,1.440345042,1.415973084,6900,ALA
2213,160,1.227487309,0.739883405,4920,ALA
2214,170,1.237765238,0.696636577,2755,ALA
2215,180,1.438076388,1.454969848,2619,ALA
2216,190,1.936942416,1.89214987,4330,ALA
2217,200,2.452184396,2.053854209,6000,ALA
2218,210,3.521443005,2.832762782,7451,ALA
2219,220,4.874050423,3.163402843,6278,ALA
2220,230,7.171235162,2.309038029,4558,ALA
2221,240,8.902911658,1.633266926,3496,ALA
2222,250,9.952491402,0.449571017,3424,ALA
2223,260,8.938814781,1.304257346,4419,ALA
2224,270,7.639083909,1.758340858,5340,ALA
2225,280,5.751687408,2.035497353,5423,ALA
2226,290,3.801913788,2.202049949,5222,ALA
2227,300,2.291665101,1.753696187,5685,ALA
2228,310,1.366456496,1.323195724,7070,ALA
2229,320,0.459860076,0.489773065,8043,ALA
2230,330,0.337710724,0.286367562,9432,ALA
2231,340,0.348150654,0.326642743,9701,ALA
2232,350,0.551824718,1.333465454,9734,ALA
2233,0,0.780042608,1.95962899,10185,ALA
2234,10,1.005899094,2.316856588,11211,ALA
2235,20,1.292441085,2.682276568,11434,ALA
2236,30,1.487997648,2.927116154,10815,ALA
2237,40,1.92031064,3.33724668,9709,ALA
2238,50,2.636353365,3.925805766,8337,ALA
2239,60,3.380846463,4.39371013,8069,ALA
2240,70,3.727369293,4.476598379,8379,ALA
2241,80,4.063260754,4.616366468,8481,ALA
2242,90,4.24643313,4.61571605,8862,ALA
2243,100,4.007472381,4.427220669,8784,ALA
2244,110,3.466523051,3.776494981,8702,ALA
2245,120,3.084269847,3.316708531,8732,ALA
2246,130,2.424820044,2.755389688,8659,ALA
2247,140,1.681076116,1.940247645,8471,ALA
2248,150,1.440345042,1.415973084,6900,ALA
2249,160,1.227487309,0.739883405,4920,ALA
2250,170,1.237765238,0.696636577,2755,ALA
2251,180,1.438076388,1.454969848,2619,ALA
2252,190,1.936942416,1.89214987,4330,ALA
2253,200,2.452184396,2.053854209,6000,ALA
2254,210,3.521443005,2.832762782,7451,ALA
2255,220,4.874050423,3.163402843,6278,ALA
2256,230,7.171235162,2.309038029,4558,ALA
2257,240,8.902911658,1.633266926,3496,ALA
2258,250,9.952491402,0.449571017,3424,ALA
2259,260,8.938814781,1.304257346,4419,ALA
2260,270,7.639083909,1.758340858,5340,ALA
2261,280,5.751687408,2.035497353,5423,ALA
2262,290,3.801913788,2.202049949,5222,ALA
2263,300,2.291665101,1.753696187,5685,ALA
2264,310,1.366456496,1.323195724,7070,ALA
2265,320,0.459860076,0.489773065,8043,ALA
2266,330,0.337710724,0.286367562,9432,ALA
2267,340,0.348150654,0.326642743,9701,ALA
2268,350,0.551824718,1.333465454,9734,ALA
2269,0,0.108875184,0.285913349,156317,PHR
2270,10,0.116286926,0.282066004,197497,PHR
2271,20,0.113301249,0.263120138,244865,PHR
2272,30,0.099920994,0.221719144,306006,PHR
2273,40,0.091326447,0.213145752,332954,PHR
2274,50,0.104936604,0.259392195,293159,PHR
2275,60,0.140762029,0.36354612,258299,PHR
2276,70,0.185410686,0.494386222,225761,PHR
2277,80,0.215268907,0.529057288,201430,PHR
2278,90,0.286042961,0.627664488,194193,PHR
2279,100,0.44292029,0.926907529,180782,PHR
2280,110,0.538071397,1.125868841,162834,PHR
2281,120,0.639110607,1.335782583,150044,PHR
2282,130,0.665429125,1.373410069,140866,PHR
2283,140,0.675114187,1.405029101,135871,PHR
2284,150,0.671102017,1.373653661,134136,PHR
2285,160,0.626655216,1.240894727,132872,PHR
2286,170,0.552648898,1.053265869,128206,PHR
2287,180,0.463623652,0.762329289,130067,PHR
2288,190,0.434800275,0.684886194,142539,PHR
2289,200,0.430293853,0.697098353,170679,PHR
2290,210,0.457269249,0.78887398,217824,PHR
2291,220,0.579629228,1.19467895,276290,PHR
2292,230,0.656046768,1.454020143,333512,PHR
2293,240,0.65266726,1.471088715,353294,PHR
2294,250,0.616077719,1.347186196,335764,PHR
2295,260,0.491071324,1.052522002,295515,PHR
2296,270,0.350465206,0.756610181,238104,PHR
2297,280,0.2917785,0.658313921,195981,PHR
2298,290,0.253039954,0.584567476,164807,PHR
2299,300,0.206501579,0.49176931,138518,PHR
2300,310,0.191775202,0.456112973,122273,PHR
2301,320,0.17549855,0.418257855,115571,PHR
2302,330,0.14295159,0.36598374,114175,PHR
2303,340,0.11700308,0.306802764,118147,PHR
2304,350,0.109822686,0.287766601,130734,PHR
2305,0,0.108875184,0.285913349,156317,PHR
2306,10,0.116286926,0.282066004,197497,PHR
2307,20,0.113301249,0.263120138,244865,PHR
2308,30,0.099920994,0.221719144,306006,PHR
2309,40,0.091326447,0.213145752,332954,PHR
2310,50,0.104936604,0.259392195,293159,PHR
2311,60,0.140762029,0.36354612,258299,PHR
2312,70,0.185410686,0.494386222,225761,PHR
2313,80,0.215268907,0.529057288,201430,PHR
2314,90,0.286042961,0.627664488,194193,PHR
2315,100,0.44292029,0.926907529,180782,PHR
2316,110,0.538071397,1.125868841,162834,PHR
2317,120,0.639110607,1.335782583,150044,PHR
2318,130,0.665429125,1.373410069,140866,PHR
2319,140,0.675114187,1.405029101,135871,PHR
2320,150,0.671102017,1.373653661,134136,PHR
2321,160,0.626655216,1.240894727,132872,PHR
2322,170,0.552648898,1.053265869,128206,PHR
2323,180,0.463623652,0.762329289,130067,PHR
2324,190,0.434800275,0.684886194,142539,PHR
2325,200,0.430293853,0.697098353,170679,PHR
2326,210,0.457269249,0.78887398,217824,PHR
2327,220,0.579629228,1.19467895,276290,PHR
2328,230,0.656046768,1.454020143,333512,PHR
2329,240,0.65266726,1.471088715,353294,PHR
2330,250,0.616077719,1.347186196,335764,PHR
2331,260,0.491071324,1.052522002,295515,PHR
2332,270,0.350465206,0.756610181,238104,PHR
2333,280,0.2917785,0.658313921,195981,PHR
2334,290,0.253039954,0.584567476,164807,PHR
2335,300,0.206501579,0.49176931,138518,PHR
2336,310,0.191775202,0.456112973,122273,PHR
2337,320,0.17549855,0.418257855,115571,PHR
2338,330,0.14295159,0.36598374,114175,PHR
2339,340,0.11700308,0.306802764,118147,PHR
2340,350,0.109822686,0.287766601,130734,PHR
2341,0,0.108875184,0.285913349,156317,PHR
2342,10,0.116286926,0.282066004,197497,PHR
2343,20,0.113301249,0.263120138,244865,PHR
2344,30,0.099920994,0.221719144,306006,PHR
2345,40,0.091326447,0.213145752,332954,PHR
2346,50,0.104936604,0.259392195,293159,PHR
2347,60,0.140762029,0.36354612,258299,PHR
2348,70,0.185410686,0.494386222,225761,PHR
2349,80,0.215268907,0.529057288,201430,PHR
2350,90,0.286042961,0.627664488,194193,PHR
2351,100,0.44292029,0.926907529,180782,PHR
2352,110,0.538071397,1.125868841,162834,PHR
2353,120,0.639110607,1.335782583,150044,PHR
2354,130,0.665429125,1.373410069,140866,PHR
2355,140,0.675114187,1.405029101,135871,PHR
2356,150,0.671102017,1.373653661,134136,PHR
2357,160,0.626655216,1.240894727,132872,PHR
2358,170,0.552648898,1.053265869,128206,PHR
2359,180,0.463623652,0.762329289,130067,PHR
2360,190,0.434800275,0.684886194,142539,PHR
2361,200,0.430293853,0.697098353,170679,PHR
2362,210,0.457269249,0.78887398,217824,PHR
2363,220,0.579629228,1.19467895,276290,PHR
2364,230,0.656046768,1.454020143,333512,PHR
2365,240,0.65266726,1.471088715,353294,PHR
2366,250,0.616077719,1.347186196,335764,PHR
2367,260,0.491071324,1.052522002,295515,PHR
