"LONGITUDE","LATITUDE","ISLAND","SITE","SITEVISITID","OBS_YEAR"
-158.0985458,21.61841389,"Oahu","OAH-00537",6189,2013
-158.1104733,21.59508353,"Oahu","OAH-00558",6190,2013
-158.1215031,21.59094949,"Oahu","OAH-00549",6191,2013
-158.1494167,21.59450753,"Oahu","OAH-00515",6192,2013
-158.1579677,21.59315201,"Oahu","OAH-00511",6193,2013
-158.1909914,21.59008171,"Oahu","OAH-00620",6194,2013
-158.1765855,21.58681545,"Oahu","OAH-00625",6195,2013
-157.2519781,21.18394506,"Molokai","MOL-00505",6204,2013
-157.2933137,21.13992725,"Molokai","MOL-00509",6205,2013
-157.3043795,21.12186307,"Molokai","MOL-00502",6206,2013
-157.2973633,21.08781075,"Molokai","MOL-00500",6207,2013
-157.2902622,21.09062858,"Molokai","MOL-00506",6208,2013
-157.2428254,21.08439571,"Molokai","MOL-00512",6209,2013
-157.2571805,21.08532107,"Molokai","MOL-00514",6210,2013
-157.2576947,21.07987099,"Molokai","MOL-00497",6211,2013
-157.2900753,21.1608209,"Molokai","MOL-00501",6212,2013
-157.3118285,21.10530772,"Molokai","MOL-00508",6213,2013
-157.3096563,21.10414255,"Molokai","MOL-00516",6214,2013
-157.3142284,21.0966783,"Molokai","MOL-00510",6215,2013
-157.2863284,21.08158744,"Molokai","MOL-00499",6216,2013
-157.2810678,21.09088297,"Molokai","MOL-00513",6217,2013
-156.7663945,21.17694391,"Molokai","MOL-00443",6225,2013
-156.8409191,21.16859847,"Molokai","MOL-00435",6226,2013
-156.8623098,21.16802162,"Molokai","MOL-00430",6227,2013
-156.9356569,21.17068741,"Molokai","MOL-00444",6228,2013
-156.9460969,21.18590928,"Molokai","MOL-00426",6229,2013
-156.9472237,21.18218386,"Molokai","MOL-00437",6230,2013
-156.750328,21.17539938,"Molokai","MOL-00441",6239,2013
-156.7756937,21.17745705,"Molokai","MOL-00438",6240,2013
-156.7888449,21.17619867,"Molokai","MOL-00425",6241,2013
-156.8496148,21.16552516,"Molokai","MOL-00440",6242,2013
-156.8716711,21.16908814,"Molokai","MOL-00436",6243,2013
-156.8768255,21.16690742,"Molokai","MOL-00429",6244,2013
-156.9232024,21.17158863,"Molokai","MOL-00439",6245,2013
-156.8522102,20.88844081,"Lanai","LAN-00238",6250,2013
-156.854819,20.88514932,"Lanai","LAN-00249",6251,2013
-156.8753423,20.90388372,"Lanai","LAN-00242",6252,2013
-156.8978377,20.91598232,"Lanai","LAN-00313",6253,2013
-156.9391932,20.92707502,"Lanai","LAN-00309",6254,2013
-156.942032,20.92447051,"Lanai","LAN-00255",6255,2013
-156.9672867,20.92758388,"Lanai","LAN-00250",6256,2013
-156.9679969,20.92633749,"Lanai","LAN-00312",6257,2013
-156.8468314,20.88109466,"Lanai","LAN-00252",6258,2013
-156.861778,20.89887436,"Lanai","LAN-00239",6259,2013
-156.8838787,20.90838371,"Lanai","LAN-00243",6260,2013
-156.8989264,20.92536863,"Lanai","LAN-00241",6261,2013
-156.9158729,20.92600079,"Lanai","LAN-00244",6262,2013
-156.9171419,20.9231869,"Lanai","LAN-00254",6263,2013
-157.0046242,20.92963938,"Lanai","LAN-00237",6264,2013
-156.8043906,20.81280587,"Lanai","LAN-00292",6274,2013
-156.8037987,20.80496008,"Lanai","LAN-00264",6275,2013
-156.8234471,20.77728412,"Lanai","LAN-00285",6276,2013
-156.8751534,20.74098805,"Lanai","LAN-00277",6277,2013
-156.8760382,20.74276376,"Lanai","LAN-00272",6278,2013
-156.9274066,20.73497814,"Lanai","LAN-00302",6279,2013
-156.9391167,20.73548868,"Lanai","LAN-00295",6280,2013
-156.8112123,20.7929996,"Lanai","LAN-00289",6285,2013
-156.8209134,20.77903225,"Lanai","LAN-00265",6286,2013
-156.8334504,20.7621278,"Lanai","LAN-00269",6287,2013
-156.9114059,20.73538014,"Lanai","LAN-00284",6288,2013
-156.9165748,20.73609034,"Lanai","LAN-00283",6289,2013
-156.9249977,20.73476558,"Lanai","LAN-00261",6290,2013
-156.9433788,20.73436433,"Lanai","LAN-00257",6291,2013
-158.1423347,21.33591517,"Oahu","OAH-00569",6382,2013
-158.1255859,21.3304355,"Oahu","OAH-00605",6383,2013
-158.1330644,21.32364172,"Oahu","OAH-00578",6384,2013
-158.1458163,21.37051994,"Oahu","OAH-00572",6385,2013
-158.1839613,21.39664843,"Oahu","OAH-00587",6386,2013
-158.1815089,21.41393535,"Oahu","OAH-00604",6387,2013
-158.1875284,21.43304014,"Oahu","OAH-00630",6388,2013
-158.2393174,21.50545978,"Oahu","OAH-00910",6395,2013
-158.2398734,21.54116794,"Oahu","OAH-00629",6396,2013
-158.1869048,21.42258153,"Oahu","OAH-00585",6397,2013
-158.1904031,21.43641377,"Oahu","OAH-00586",6398,2013
-157.8092978,21.52123804,"Oahu","OAH-00453",6410,2013
-157.8366796,21.56155642,"Oahu","OAH-00438",6411,2013
-157.8646827,21.5831814,"Oahu","OAH-00445",6412,2013
-157.8742996,21.58095449,"Oahu","OAH-00492",6413,2013
-157.8831525,21.60800256,"Oahu","OAH-00451",6414,2013
-157.79842,21.50356,"Oahu","OAH-00432",6421,2013
-157.82811,21.55445,"Oahu","OAH-00485",6422,2013
-157.85567,21.57091,"Oahu","OAH-00444",6423,2013
-157.85533,21.57988,"Oahu","OAH-00421",6424,2013
-157.7027804,21.40004964,"Oahu","OAH-00401",6425,2013
-157.7268286,21.41352925,"Oahu","OAH-00437",6426,2013
-157.7183111,21.43421645,"Oahu","OAH-00403",6427,2013
-157.7434042,21.46424965,"Oahu","OAH-00417",6428,2013
-157.7833199,21.4748686,"Oahu","OAH-00466",6429,2013
-157.7898415,21.47225076,"Oahu","OAH-00495",6430,2013
-157.6873922,21.39029687,"Oahu","OAH-00382",6431,2013
-157.7157074,21.40350466,"Oahu","OAH-00428",6432,2013
-157.7198582,21.44367635,"Oahu","OAH-00384",6434,2013
-157.7163888,21.46088063,"Oahu","OAH-00404",6435,2013
-157.7642707,21.46609769,"Oahu","OAH-00462",6436,2013
-157.6799119,21.35173978,"Oahu","OAH-00400",6439,2013
-157.6519647,21.32102044,"Oahu","OAH-00386",6440,2013
-157.6705246,21.28141478,"Oahu","OAH-00406",6441,2013
-157.6822845,21.38614205,"Oahu","OAH-00385",6442,2013
-157.6829169,21.36150956,"Oahu","OAH-00392",6443,2013
-157.661276,21.33209344,"Oahu","OAH-00414",6445,2013
-157.6496592,21.29929321,"Oahu","OAH-00391",6446,2013
-157.9063811,21.62610286,"Oahu","OAH-00458",6464,2013
-157.9076113,21.63889557,"Oahu","OAH-00449",6465,2013
-157.9171315,21.65244827,"Oahu","OAH-00491",6466,2013
-157.9296199,21.68333433,"Oahu","OAH-00447",6467,2013
-157.9254828,21.68878365,"Oahu","OAH-00419",6468,2013
-157.8959795,21.61848723,"Oahu","OAH-00429",6469,2013
-157.9129927,21.63492573,"Oahu","OAH-00474",6470,2013
-157.9408378,21.70443744,"Oahu","OAH-00423",6471,2013
144.8224274,13.57210997,"Guam","GUA-01084",6573,2014
144.8089987,13.55106058,"Guam","GUA-01125",6574,2014
144.8013113,13.52449891,"Guam","GUA-01056",6575,2014
144.7835262,13.51000845,"Guam","GUA-01053",6576,2014
144.8340179,13.62335734,"Guam","GUA-01080",6581,2014
144.8336791,13.60607377,"Guam","GUA-01093",6582,2014
144.830938,13.58279237,"Guam","GUA-01134",6583,2014
144.7988612,13.51760245,"Guam","GUA-01062",6584,2014
144.7643728,13.48810452,"Guam","GUA-01098",6585,2014
144.7333501,13.24512203,"Guam","GUA-00955",6589,2014
144.653573,13.2355183,"Guam","GUA-01141",6590,2014
144.639414,13.23855481,"Guam","GUA-01128",6591,2014
144.641005,13.22889458,"Guam","GUA-01086",6592,2014
144.7644505,13.28116673,"Guam","GUA-00954",6593,2014
144.7432541,13.26116667,"Guam","GUA-01008",6594,2014
144.7386813,13.25333009,"Guam","GUA-01003",6595,2014
144.724896,13.24426155,"Guam","GUA-00963",6596,2014
144.6603944,13.23864056,"Guam","GUA-01115",6597,2014
144.6355737,13.35996542,"Guam","GUA-01082",6602,2014
144.6444018,13.36390793,"Guam","GUA-01121",6603,2014
144.6439327,13.31465243,"Guam","GUA-01077",6604,2014
144.6517751,13.30920135,"Guam","GUA-01113",6605,2014
144.6569286,13.29991638,"Guam","GUA-01122",6606,2014
144.6464269,13.38480888,"Guam","GUA-01079",6607,2014
144.6332114,13.33672592,"Guam","GUA-01066",6608,2014
144.6394565,13.3498928,"Guam","GUA-01111",6609,2014
144.6536857,13.28807635,"Guam","GUA-01109",6610,2014
144.6531257,13.25916147,"Guam","GUA-01107",6611,2014
144.6622668,13.27537333,"Guam","GUA-01103",6612,2014
144.7841954,13.4010681,"Guam","GUA-00959",6613,2014
144.7739208,13.34214482,"Guam","GUA-01005",6614,2014
144.7759151,13.32663478,"Guam","GUA-00973",6615,2014
144.7681041,13.2881113,"Guam","GUA-00948",6616,2014
144.812281,13.43301035,"Guam","GUA-00958",6617,2014
144.7781781,13.36839376,"Guam","GUA-00981",6618,2014
144.7736521,13.31383059,"Guam","GUA-00964",6619,2014
144.7740843,13.30416206,"Guam","GUA-01009",6620,2014
144.7686575,13.29235062,"Guam","GUA-00988",6621,2014
144.8589869,13.46689839,"Guam","GUA-00944",6633,2014
144.8676742,13.47940553,"Guam","GUA-00971",6634,2014
144.8755297,13.48836394,"Guam","GUA-00992",6635,2014
144.9294671,13.52104037,"Guam","GUA-00949",6636,2014
144.8367388,13.44992529,"Guam","GUA-00945",6637,2014
144.9201938,13.51632924,"Guam","GUA-00970",6638,2014
144.9409792,13.55289571,"Guam","GUA-01023",6639,2014
144.9407385,13.56660381,"Guam","GUA-01028",6640,2014
144.9512871,13.57690542,"Guam","GUA-01012",6641,2014
144.9605377,13.5982444,"Guam","GUA-01022",6654,2014
144.9354076,13.60119819,"Guam","GUA-01031",6655,2014
144.9053256,13.61763049,"Guam","GUA-01013",6656,2014
144.8880359,13.64121825,"Guam","GUA-01083",6657,2014
144.9569513,13.59549648,"Guam","GUA-01026",6658,2014
144.9476443,13.60173714,"Guam","GUA-01011",6659,2014
144.9077283,13.61366887,"Guam","GUA-01010",6660,2014
144.8782804,13.65065427,"Guam","GUA-01105",6661,2014
144.8726878,13.65304587,"Guam","GUA-01117",6662,2014
144.8723713,13.65345625,"Guam","GUA-01123",6671,2014
144.8613762,13.65984024,"Guam","GUA-01074",6672,2014
144.642978,13.37904657,"Guam","GUA-01081",6678,2014
144.6465065,13.38210354,"Guam","GUA-01143",6679,2014
144.6550647,13.39289205,"Guam","GUA-01090",6680,2014
144.6542384,13.41115572,"Guam","GUA-01138",6681,2014
144.6912179,13.47263019,"Guam","GUA-01038",6685,2014
144.6913095,13.47157398,"Guam","GUA-01039",6686,2014
144.7002514,13.47910269,"Guam","GUA-01047",6687,2014
144.7044988,13.48064546,"Guam","GUA-01046",6688,2014
144.6567923,13.46774898,"Guam","GUA-01094",6689,2014
144.7024812,13.48187568,"Guam","GUA-01037",6690,2014
144.7082337,13.47916598,"Guam","GUA-01043",6691,2014
144.7384739,13.48489744,"Guam","GUA-01087",6692,2014
144.7552442,13.4842273,"Guam","GUA-01073",6693,2014
144.7657918,13.48852403,"Guam","GUA-01140",6694,2014
144.7925651,13.51085166,"Guam","GUA-01063",6695,2014
145.1470905,14.15619736,"Rota","ROT-00210",6702,2014
145.1543005,14.16242712,"Rota","ROT-00237",6703,2014
145.2104283,14.18751265,"Rota","ROT-00207",6704,2014
145.2032306,14.17885766,"Rota","ROT-00273",6705,2014
145.1848982,14.17533215,"Rota","ROT-00208",6706,2014
145.1915732,14.1777883,"Rota","ROT-00234",6707,2014
145.2221229,14.19371828,"Rota","ROT-00206",6708,2014
145.2608985,14.2014619,"Rota","ROT-00256",6709,2014
145.2375928,14.20135888,"Rota","ROT-00272",6710,2014
145.2095305,14.11401761,"Rota","ROT-00254",6716,2014
145.1801839,14.11316743,"Rota","ROT-00253",6717,2014
145.1671817,14.12574121,"Rota","ROT-00238",6718,2014
145.1661929,14.1274683,"Rota","ROT-00248",6719,2014
145.1977001,14.11246017,"Rota","ROT-00255",6720,2014
145.1879588,14.11411341,"Rota","ROT-00279",6721,2014
145.1845204,14.11361653,"Rota","ROT-00251",6722,2014
145.1674948,14.12191872,"Rota","ROT-00240",6723,2014
145.167274,14.12653464,"Rota","ROT-00260",6724,2014
145.1424152,14.15107652,"Rota","ROT-00233",6727,2014
145.1344327,14.14119568,"Rota","ROT-00235",6728,2014
145.1302002,14.121865,"Rota","ROT-00224",6729,2014
145.1508112,14.13585146,"Rota","ROT-00232",6730,2014
145.1538559,14.13267505,"Rota","ROT-00220",6731,2014
145.1657756,14.11119559,"Rota","ROT-00209",6732,2014
145.1271391,14.13555675,"Rota","ROT-00229",6733,2014
145.138427,14.13467816,"Rota","ROT-00249",6734,2014
145.1533515,14.13589153,"Rota","ROT-00215",6735,2014
145.1595423,14.13011807,"Rota","ROT-00216",6736,2014
145.5473116,14.85690535,"Aguijan","AGU-00200",6737,2014
145.5615422,14.86163911,"Aguijan","AGU-00144",6738,2014
145.5729019,14.86694561,"Aguijan","AGU-00133",6739,2014
145.5375061,14.84862101,"Aguijan","AGU-00130",6740,2014
145.5553907,14.85945345,"Aguijan","AGU-00202",6745,2014
145.5786213,14.86551809,"Aguijan","AGU-00120",6746,2014
145.5659106,14.84365985,"Aguijan","AGU-00127",6747,2014
145.5542424,14.84227859,"Aguijan","AGU-00142",6748,2014
145.5372731,14.84750211,"Aguijan","AGU-00134",6749,2014
145.5302073,14.82924976,"Aguijan","AGU-00138",6752,2014
145.6597978,15.05640688,"Tinian","TIN-00197",6753,2014
145.6546628,15.02572794,"Tinian","TIN-00225",6754,2014
145.658235,15.01999808,"Tinian","TIN-00256",6755,2014
145.661342,14.94737878,"Tinian","TIN-00227",6756,2014
145.6561236,15.06570443,"Tinian","TIN-00213",6757,2014
145.653575,15.03077796,"Tinian","TIN-00194",6758,2014
145.6742344,15.00330736,"Tinian","TIN-00200",6759,2014
145.6708277,14.99212204,"Tinian","TIN-00262",6760,2014
145.6517232,14.93494389,"Tinian","TIN-00261",6761,2014
145.60918,14.96657543,"Tinian","TIN-00182",6769,2014
145.5864342,15.01219645,"Tinian","TIN-00259",6770,2014
145.5945193,15.04098443,"Tinian","TIN-00187",6771,2014
145.6053006,15.06238494,"Tinian","TIN-00241",6772,2014
145.6276802,14.95481151,"Tinian","TIN-00258",6779,2014
145.6084071,14.98373897,"Tinian","TIN-00233",6780,2014
145.5849428,15.0063608,"Tinian","TIN-00181",6781,2014
145.5921675,15.0382785,"Tinian","TIN-00257",6782,2014
145.6134634,15.07544369,"Tinian","TIN-00186",6783,2014
145.6116064,15.07044288,"Tinian","TIN-00217",6784,2014
145.7268617,15.1039658,"Saipan","SAI-00600",6785,2014
145.7333183,15.10417409,"Saipan","SAI-00509",6786,2014
145.7428457,15.09768264,"Saipan","SAI-00598",6791,2014
145.724804,15.10564839,"Saipan","SAI-00545",6792,2014
145.7057536,15.10963205,"Saipan","SAI-00604",6793,2014
145.6962937,15.11636314,"Saipan","SAI-00601",6794,2014
145.6825844,15.12865889,"Saipan","SAI-00491",6795,2014
145.684809,15.13370278,"Saipan","SAI-00548",6796,2014
145.7870302,15.21715804,"Saipan","SAI-00493",6800,2014
145.7812541,15.18738435,"Saipan","SAI-00527",6801,2014
145.7506211,15.15691764,"Saipan","SAI-00611",6802,2014
145.7556618,15.15863031,"Saipan","SAI-00474",6803,2014
145.7874309,15.18158784,"Saipan","SAI-00436",6807,2014
145.7871202,15.17775823,"Saipan","SAI-00607",6808,2014
145.7708982,15.15325986,"Saipan","SAI-00457",6809,2014
145.7686505,15.15769397,"Saipan","SAI-00535",6810,2014
145.743314,15.13694633,"Saipan","SAI-00608",6811,2014
145.8120341,15.25500384,"Saipan","SAI-00589",6813,2014
145.8288851,15.26122497,"Saipan","SAI-00531",6814,2014
145.8027198,15.28295497,"Saipan","SAI-00549",6815,2014
145.8297087,15.27518922,"Saipan","SAI-00579",6816,2014
145.8200421,15.28644679,"Saipan","SAI-00586",6817,2014
145.7851077,15.2698445,"Saipan","SAI-00490",6818,2014
145.7067368,15.24840754,"Saipan","SAI-00460",6830,2014
145.7033128,15.19013948,"Saipan","SAI-00564",6831,2014
145.6970768,15.17865895,"Saipan","SAI-00507",6832,2014
145.693476,15.17092246,"Saipan","SAI-00459",6833,2014
145.6807206,15.14310158,"Saipan","SAI-00441",6834,2014
145.6852728,15.15487312,"Saipan","SAI-00483",6835,2014
145.6898095,15.22663219,"Saipan","SAI-00526",6836,2014
145.6994321,15.24261388,"Saipan","SAI-00498",6837,2014
145.6931727,15.16202414,"Saipan","SAI-00537",6838,2014
145.6824504,15.18732391,"Saipan","SAI-00418",6839,2014
145.8319069,15.26883633,"Saipan","SAI-00594",6849,2014
145.7969764,15.22753567,"Saipan","SAI-00466",6850,2014
145.7594811,15.25542906,"Saipan","SAI-00480",6851,2014
145.8006952,15.28129066,"Saipan","SAI-00585",6852,2014
145.8273128,15.27665438,"Saipan","SAI-00583",6853,2014
145.8176694,15.25957558,"Saipan","SAI-00559",6854,2014
145.7831496,15.21550287,"Saipan","SAI-00575",6855,2014
145.7355076,15.25660101,"Saipan","SAI-00430",6863,2014
145.7935438,15.2756939,"Saipan","SAI-00568",6864,2014
145.8158703,15.28706035,"Saipan","SAI-00529",6865,2014
145.8146288,15.25671409,"Saipan","SAI-00596",6866,2014
145.8100267,15.24793924,"Saipan","SAI-00516",6867,2014
145.8029245,15.23508945,"Saipan","SAI-00597",6868,2014
145.7711797,16.6973806,"Sarigan","SAR-00125",6877,2014
145.7660189,16.70389669,"Sarigan","SAR-00137",6878,2014
145.7740962,16.71410191,"Sarigan","SAR-00140",6879,2014
145.7812244,16.71876141,"Sarigan","SAR-00124",6880,2014
145.7906969,16.70210523,"Sarigan","SAR-00122",6881,2014
145.7766967,16.69215029,"Sarigan","SAR-00133",6882,2014
145.7677118,16.71140051,"Sarigan","SAR-00129",6883,2014
145.7830011,16.71556497,"Sarigan","SAR-00142",6884,2014
145.789142,16.70897051,"Sarigan","SAR-00111",6885,2014
145.7876644,16.69493987,"Sarigan","SAR-00149",6886,2014
145.7885001,16.69671667,"Sarigan","SAR-00126",6890,2014
145.7831409,18.10593068,"Pagan","PAG-00278",6897,2014
145.7591141,18.09061602,"Pagan","PAG-00338",6898,2014
145.7437395,18.06109965,"Pagan","PAG-00305",6899,2014
145.7116766,18.04265359,"Pagan","PAG-00349",6900,2014
145.7975523,18.09914276,"Pagan","PAG-00281",6906,2014
145.7720827,18.10292182,"Pagan","PAG-00322",6907,2014
145.750792,18.07589924,"Pagan","PAG-00310",6908,2014
145.746436,18.07184734,"Pagan","PAG-00397",6909,2014
145.7302527,18.04910883,"Pagan","PAG-00359",6910,2014
145.7193268,18.04589144,"Pagan","PAG-00396",6911,2014
145.7180802,18.04387945,"Pagan","PAG-00280",6912,2014
145.7078195,18.05575359,"Pagan","PAG-00313",6921,2014
145.7175297,18.0776638,"Pagan","PAG-00326",6922,2014
145.7491323,18.09650506,"Pagan","PAG-00315",6923,2014
145.7532206,18.09868494,"Pagan","PAG-00339",6924,2014
145.7084089,18.0603177,"Pagan","PAG-00252",6925,2014
145.7116074,18.06525003,"Pagan","PAG-00270",6926,2014
145.7319739,18.08528102,"Pagan","PAG-00409",6927,2014
145.7556914,18.10583973,"Pagan","PAG-00357",6928,2014
145.7556671,18.1208135,"Pagan","PAG-00329",6929,2014
145.7051747,18.04469308,"Pagan","PAG-00301",6938,2014
145.7089135,18.05099904,"Pagan","PAG-00319",6939,2014
145.727704,18.0860167,"Pagan","PAG-00342",6940,2014
145.7572547,18.10417878,"Pagan","PAG-00385",6941,2014
145.7529909,18.11534607,"Pagan","PAG-00277",6942,2014
145.7571276,18.12349789,"Pagan","PAG-00379",6943,2014
145.7546847,18.14358068,"Pagan","PAG-00250",6944,2014
145.8074209,18.15455971,"Pagan","PAG-00389",6955,2014
145.8105204,18.12956572,"Pagan","PAG-00249",6956,2014
145.8077774,18.15874857,"Pagan","PAG-00332",6961,2014
145.811546,18.14965353,"Pagan","PAG-00295",6962,2014
145.8117023,18.14379416,"Pagan","PAG-00246",6963,2014
145.8107455,18.13149724,"Pagan","PAG-00352",6964,2014
145.8048059,18.12002501,"Pagan","PAG-00360",6965,2014
145.8012666,18.10390745,"Pagan","PAG-00291",6966,2014
145.7931388,18.16955687,"Pagan","PAG-00404",6974,2014
145.7849975,18.16849136,"Pagan","PAG-00383",6975,2014
145.7791176,18.17047435,"Pagan","PAG-00361",6976,2014
145.7681039,18.16747614,"Pagan","PAG-00369",6977,2014
145.7547501,18.14909781,"Pagan","PAG-00366",6978,2014
145.7706381,18.16964856,"Pagan","PAG-00405",6979,2014
145.7635174,18.16461825,"Pagan","PAG-00406",6980,2014
145.7593687,18.1326806,"Pagan","PAG-00363",6981,2014
145.4039913,19.70793407,"Asuncion","ASC-00193",6992,2014
145.4163556,19.70220982,"Asuncion","ASC-00196",6993,2014
145.420403,19.69152482,"Asuncion","ASC-00191",6994,2014
145.4171777,19.68443055,"Asuncion","ASC-00202",6995,2014
145.409783,19.67629675,"Asuncion","ASC-00187",6996,2014
145.4071509,19.67536376,"Asuncion","ASC-00145",6997,2014
145.3966488,19.70667411,"Asuncion","ASC-00169",7005,2014
145.4130055,19.70522739,"Asuncion","ASC-00158",7006,2014
145.4191126,19.69157319,"Asuncion","ASC-00182",7007,2014
145.4153953,19.68130192,"Asuncion","ASC-00161",7008,2014
145.3987003,19.6750662,"Asuncion","ASC-00150",7014,2014
145.3875272,19.68702265,"Asuncion","ASC-00153",7015,2014
145.403504,19.67435257,"Asuncion","ASC-00139",7021,2014
145.4006045,19.67493687,"Asuncion","ASC-00195",7022,2014
145.3891104,19.68125674,"Asuncion","ASC-00176",7023,2014
145.390848,19.69588526,"Asuncion","ASC-00207",7024,2014
145.4043055,19.67504206,"Asuncion","ASC-00173",7028,2014
145.398479,19.67645952,"Asuncion","ASC-00177",7029,2014
145.3896968,19.68394649,"Asuncion","ASC-00206",7030,2014
145.3877231,19.68514225,"Asuncion","ASC-00170",7031,2014
145.3912384,19.69867685,"Asuncion","ASC-00179",7032,2014
144.8854266,20.54291471,"Farallon de Pajaros","FDP-00116",7039,2014
144.8860071,20.5474344,"Farallon de Pajaros","FDP-00146",7040,2014
144.902397,20.55010588,"Farallon de Pajaros","FDP-00132",7041,2014
144.8997206,20.53818908,"Farallon de Pajaros","FDP-00126",7042,2014
144.8929815,20.53514594,"Farallon de Pajaros","FDP-00134",7043,2014
144.8870981,20.53674554,"Farallon de Pajaros","FDP-00135",7044,2014
144.8863861,20.54999775,"Farallon de Pajaros","FDP-00130",7051,2014
144.8940233,20.55365159,"Farallon de Pajaros","FDP-00115",7052,2014
144.9027083,20.5435913,"Farallon de Pajaros","FDP-00144",7053,2014
144.8908186,20.53621246,"Farallon de Pajaros","FDP-00152",7054,2014
144.9048614,20.54625372,"Farallon de Pajaros","FDP-00119",7058,2014
145.2186134,20.01139551,"Maug","MAU-00186",7059,2014
145.8230366,17.57945596,"Alamagan","ALA-00101",7080,2014
145.8140697,17.60209993,"Alamagan","ALA-00129",7081,2014
145.83638,17.6211183,"Alamagan","ALA-00104",7082,2014
145.8435389,17.58471075,"Alamagan","ALA-00142",7083,2014
145.8216993,17.58363945,"Alamagan","ALA-00116",7085,2014
145.8137212,17.59192429,"Alamagan","ALA-00096",7086,2014
145.8197676,17.61450581,"Alamagan","ALA-00112",7087,2014
145.8497412,17.60798654,"Alamagan","ALA-00139",7088,2014
145.835197,17.57908179,"Alamagan","ALA-00111",7089,2014
145.8217236,17.58607104,"Alamagan","ALA-00130",7090,2014
145.8516427,17.60516217,"Alamagan","ALA-00140",7091,2014
145.2209536,20.01067526,"Maug","MAU-00297",7094,2014
145.2095198,20.0136142,"Maug","MAU-00340",7095,2014
145.2066699,20.01744951,"Maug","MAU-00278",7096,2014
145.2069475,20.02169017,"Maug","MAU-00193",7097,2014
145.2092568,20.02948936,"Maug","MAU-00230",7098,2014
145.2074228,20.02528642,"Maug","MAU-00199",7099,2014
145.207487,20.01860605,"Maug","MAU-00202",7100,2014
145.2095204,20.01136576,"Maug","MAU-00226",7101,2014
145.2167549,20.00965174,"Maug","MAU-00217",7102,2014
145.2268421,20.011206,"Maug","MAU-00188",7103,2014
145.2150911,20.03424902,"Maug","MAU-00215",7116,2014
145.2221602,20.03567085,"Maug","MAU-00341",7117,2014
145.2251678,20.03623319,"Maug","MAU-00293",7118,2014
145.2361619,20.02738802,"Maug","MAU-00198",7119,2014
145.2089964,20.03109382,"Maug","MAU-00292",7120,2014
145.2181886,20.03578224,"Maug","MAU-00216",7121,2014
145.2205015,20.03711505,"Maug","MAU-00192",7122,2014
145.229212,20.03425305,"Maug","MAU-00299",7123,2014
145.2312209,20.03114454,"Maug","MAU-00225",7124,2014
145.2339783,20.03086919,"Maug","MAU-00204",7125,2014
145.2361964,20.03013745,"Maug","MAU-00298",7134,2014
145.2367923,20.02515525,"Maug","MAU-00190",7135,2014
145.2273314,20.0334431,"Maug","MAU-00212",7136,2014
145.2398099,20.01751992,"Maug","MAU-00289",7139,2014
145.2313212,20.0111459,"Maug","MAU-00195",7142,2014
145.2337967,20.01321631,"Maug","MAU-00187",7143,2014
145.2397687,20.01922287,"Maug","MAU-00203",7144,2014
145.2378243,20.02359889,"Maug","MAU-00335",7151,2014
145.2291126,20.01002583,"Maug","MAU-00185",7152,2014
145.8364588,17.29727458,"Guguan","GUG-00152",7162,2014
145.8326705,17.31755988,"Guguan","GUG-00132",7164,2014
145.8397871,17.32260025,"Guguan","GUG-00157",7165,2014
145.8504548,17.31372457,"Guguan","GUG-00147",7166,2014
145.8504295,17.30237598,"Guguan","GUG-00127",7167,2014
145.8396111,17.29808654,"Guguan","GUG-00112",7168,2014
145.8306799,17.30457723,"Guguan","GUG-00137",7169,2014
145.8314551,17.31092644,"Guguan","GUG-00154",7170,2014
145.8466772,17.32006623,"Guguan","GUG-00122",7171,2014
145.8462223,17.29507349,"Guguan","GUG-00130",7172,2014
145.8505519,17.29941423,"Guguan","GUG-00140",7174,2014
145.6913707,15.2169013,"Saipan","SAI-00542",7176,2014
145.6777232,15.21203603,"Saipan","SAI-00433",7177,2014
-166.135005,23.84482515,"French Frigate","FFS-04062",7234,2014
-166.236623,23.87805194,"French Frigate","FFS-04043",7235,2014
-166.3050114,23.87405478,"French Frigate","FFS-04079",7236,2014
-166.1943244,23.8656867,"French Frigate","FFS-04009",7237,2014
-166.2214484,23.88059266,"French Frigate","FFS-04020",7238,2014
-166.2519088,23.87926974,"French Frigate","FFS-04091",7239,2014
-166.2806801,23.8787535,"French Frigate","FFS-04012",7240,2014
-166.3323382,23.86122895,"French Frigate","FFS-04051",7241,2014
-166.0689624,23.81090091,"French Frigate","FFS-04067",7250,2014
-166.0860749,23.80643494,"French Frigate","FFS-04018",7251,2014
-166.0689624,23.79342078,"French Frigate","FFS-04064",7252,2014
-166.0507559,23.74756934,"French Frigate","FFS-04073",7253,2014
-166.0548716,23.71545349,"French Frigate","FFS-04093",7254,2014
-166.0617812,23.68991828,"French Frigate","FFS-04008",7255,2014
-166.071086,23.68260649,"French Frigate","FFS-04087",7256,2014
-166.1073649,23.63346859,"French Frigate","FFS-04016",7257,2014
-173.9233906,25.90535134,"Lisianski","LIS-04029",7323,2014
-173.8803328,25.94365002,"Lisianski","LIS-04014",7324,2014
-173.8775695,26.00608271,"Lisianski","LIS-04002",7325,2014
-173.9474084,25.93768487,"Lisianski","LIS-04058",7329,2014
-173.9325202,25.94416777,"Lisianski","LIS-04036",7330,2014
-173.9678928,25.97517042,"Lisianski","LIS-04001",7331,2014
