"island","model","mld_slope","mld_slope_se","mld_slope_lower","mld_slope_upper","region","region.col"
"Jarvis","Anom",0.0788505076305162,0.504822830410528,-0.910602239974118,1.06830325523515,"Equatorial","#FEB913"
"Jarvis","Obs",0.00669033313855574,0.0275399539330176,-0.0472879765701588,0.0606686428472703,"Equatorial","#FEB913"
"Johnston","Anom",1.32688761298319,0.50476271536252,0.337552690872656,2.31622253509373,"Hawaii","#F05826"
"Johnston","Obs",0.0332008038941476,0.0275399014479313,-0.0207774029437978,0.087179010732093,"Hawaii","#F05826"
"Kauai","Anom",0.140910338717275,0.50476986510525,-0.848438596889016,1.13025927432357,"Hawaii","#F05826"
"Kauai","Obs",0.00332915098805659,0.0275398934891784,-0.0506490402507332,0.0573073422268463,"Hawaii","#F05826"
"Kingman","Anom",1.57963724865215,3.15911423945892,-4.61222666068732,7.77150115799163,"Equatorial","#FEB913"
"Kingman","Obs",0.0260451197987847,0.0275398668898546,-0.0279330193053304,0.0800232589028998,"Equatorial","#FEB913"
"Kure","Anom",2.51204759925218,0.504786198319726,1.52266665054551,3.50142854795884,"Northwestern Hawaiian","#349BEB"
"Kure","Obs",0.0513136102646741,0.0275399738334414,-0.002664738448871,0.105291958978219,"Northwestern Hawaiian","#349BEB"
"Lanai","Anom",-0.792366599445434,0.50480521036975,-1.78178481177014,0.197051612879277,NA,NA
"Lanai","Obs",-0.0290366826665688,0.0275398514544973,-0.0830147915173835,0.0249414261842459,NA,NA
"Laysan","Anom",1.59251077267109,0.504773694397474,0.603154331652043,2.58186721369014,"Northwestern Hawaiian","#349BEB"
"Laysan","Obs",0.0398603431731272,0.027539942646873,-0.0141179444147439,0.0938386307609984,"Northwestern Hawaiian","#349BEB"
"Lisianski","Anom",0.918992341430265,0.504810437649944,-0.0704361163636256,1.90842079922416,"Northwestern Hawaiian","#349BEB"
"Lisianski","Obs",0.0245253794083689,0.0275398797913247,-0.0294527849826275,0.0785035437993654,"Northwestern Hawaiian","#349BEB"
"Maug","Anom",0.908293187440937,0.504841377312601,-0.0811959120917606,1.89778228697364,"Mariana","#01A74F"
"Maug","Obs",0.0204672821496125,0.0275399654096614,-0.0335110500533238,0.0744456143525487,"Mariana","#01A74F"
"Maui","Anom",0.23724510899181,0.658149935224706,-1.05272876404861,1.52721898203223,"Hawaii","#F05826"
"Maui","Obs",0.00972600143779749,0.0275398629652245,-0.0442521299740426,0.0637041328496376,"Hawaii","#F05826"
"Midway","Anom",1.86505615450418,0.504798749468225,0.87565060554646,2.8544617034619,"Northwestern Hawaiian","#349BEB"
"Midway","Obs",0.041265076718006,0.0275399551157015,-0.0127132353087688,0.0952433887447809,"Northwestern Hawaiian","#349BEB"
"Molokai","Anom",0.0970222162529198,0.504850724343176,-0.892485203459706,1.08652963596555,NA,NA
"Molokai","Obs",0.0045125385894628,0.0275398869830233,-0.0494656398972628,0.0584907170761884,NA,NA
"Necker","Anom",1.20516180109331,0.504787066598461,0.215779150560323,2.19454445162629,"Northwestern Hawaiian","#349BEB"
"Necker","Obs",0.0263883713236111,0.0275399112455333,-0.0275898547176342,0.0803665973648564,"Northwestern Hawaiian","#349BEB"
"Nihoa","Anom",1.38736148552624,0.504754370600301,0.398042919149655,2.37668005190283,"Northwestern Hawaiian","#349BEB"
"Nihoa","Obs",0.0377960853538106,0.0275399151965207,-0.01618214843137,0.0917743191389912,"Northwestern Hawaiian","#349BEB"
"Niihau","Anom",-0.0577399018225087,0.504748447563654,-1.04704685904727,0.931567055402252,"Hawaii","#F05826"
"Niihau","Obs",-0.00696926944344716,0.0275399055201317,-0.0609474842629054,0.0470089453760111,"Hawaii","#F05826"
"Oahu","Anom",0.285375303943966,0.504985953452584,-0.704397164823098,1.27514777271103,"Hawaii","#F05826"
"Oahu","Obs",0.00883350761015088,0.0275398907827139,-0.0451446783239683,0.06281169354427,"Hawaii","#F05826"
"Ofu & Olosega","Anom",1.69389916941332,0.504887868328119,0.704318947490203,2.68347939133643,NA,NA
"Ofu & Olosega","Obs",0.0411368651765235,0.0275399154560355,-0.012841369117306,0.095115099470353,NA,NA
"Pagan","Anom",2.04066149714482,0.651416909155167,0.763884355200698,3.31743863908895,"Mariana","#01A74F"
"Pagan","Obs",0.0480961105686588,0.0275399656089978,-0.00588222202497685,0.102074443162294,"Mariana","#01A74F"
"Palmyra","Anom",2.1414668625425,4.12105251639078,-5.93579606958342,10.2187297946684,"Equatorial","#FEB913"
"Palmyra","Obs",0.0394779453614303,0.0275399129186842,-0.0145002839591908,0.0934561746820513,"Equatorial","#FEB913"
"Pearl & Hermes","Anom",1.18927716660303,0.50476232476346,0.199943010066648,2.17861132313941,"Northwestern Hawaiian","#349BEB"
"Pearl & Hermes","Obs",0.0276405143890846,0.0275399530563526,-0.0263377936013664,0.0816188223795357,"Northwestern Hawaiian","#349BEB"
"Rose","Anom",1.89023659883003,0.504800264260463,0.900828080879524,2.87964511678054,NA,NA
"Rose","Obs",0.039570781677809,0.0275399133239385,-0.0144074484371105,0.0935490117927286,NA,NA
"Rota","Anom",1.76997713015264,0.504824816865439,0.780520489096374,2.7594337712089,"Mariana","#01A74F"
"Rota","Obs",0.0414461997316458,0.0275399316175613,-0.0125320662387745,0.095424465702066,"Mariana","#01A74F"
"Saipan","Anom",1.68292508722286,1.31033323344258,-0.885328050324602,4.25117822477031,"Mariana","#01A74F"
"Saipan","Obs",0.0358235673821268,0.0275399406028242,-0.0181547161994085,0.0898018509636622,"Mariana","#01A74F"
"Sarigan","Anom",1.60655337588363,1.09402492050309,-0.537735468302432,3.75084222006969,"Mariana","#01A74F"
"Sarigan","Obs",0.0366292928260923,0.0275399559502968,-0.0173490208364894,0.090607606488674,"Mariana","#01A74F"
"Swains","Anom",1.88652854128339,1.03018423850402,-0.132632566184497,3.90568964875128,"Samoa","#FEE053"
"Swains","Obs",0.0495673120435822,0.0275399322705256,-0.004410955206648,0.103545579293812,"Samoa","#FEE053"
"Tau","Anom",1.70290626240556,0.504924498029411,0.713254246267915,2.69255827854321,"Samoa","#FEE053"
"Tau","Obs",0.0403046267674063,0.027539918358556,-0.0136736132153634,0.0942828667501761,"Samoa","#FEE053"
"Tinian","Anom",1.77285823501618,1.24723937929815,-0.671730948408184,4.21744741844055,NA,NA
"Tinian","Obs",0.0378370512229054,0.0275399373766987,-0.016141226035424,0.0918153284812348,NA,NA
"Tutuila","Anom",1.28291516244123,0.504849983493034,0.293409194794883,2.27242113008758,"Samoa","#FEE053"
"Tutuila","Obs",0.0303903101656607,0.0275399152244717,-0.0235879236743038,0.0843685440056253,"Samoa","#FEE053"
"Wake","Anom",1.86984987842874,0.504797483931485,0.880446809923026,2.85925294693445,"Mariana","#01A74F"
"Wake","Obs",0.0426697060140582,0.0275399454323468,-0.0113085870333416,0.096647999061458,"Mariana","#01A74F"
