species,trophic_guild,genus,subfamily,family,order,class,superclass,diet,position
halichoeres_ornatissimus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_pallidus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_papilionaceus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_pardaleocephalus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_pelicieri,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_penrosei,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_pictus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_podostigma,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
halichoeres_poeyi,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_prosopeion,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_radiatus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
halichoeres_richmondi,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_rubricephalus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_rubrovirens,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_salmofasciatus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BnthDw
halichoeres_sazimai,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
halichoeres_scapularis,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
halichoeres_semicinctus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_signifer,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
halichoeres_socialis,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_solorensis,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_stigmaticus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_tenuispinis,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_timorensis,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_trimaculatus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
halichoeres_trispilus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
halichoeres_zeylonicus,invertivores-benthic,halichoeres,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
hemigymnus_fasciatus,invertivores-benthic,hemigymnus,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
hemigymnus_melapterus,invertivores-benthic,hemigymnus,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
hipposcarus_harid,microphages,hipposcarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
hipposcarus_longiceps,microphages,hipposcarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
hologymnosus_annulatus,macrocarnivores,hologymnosus,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
hologymnosus_doliatus,macrocarnivores,hologymnosus,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
hologymnosus_longipes,macrocarnivores,hologymnosus,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
hologymnosus_rhodonotus,macrocarnivores,hologymnosus,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BnthDw
iniistius_aneitensis,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_auropunctatus,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_baldwini,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_bimaculatus,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_celebicus,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_geisha,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_griffithsi,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_jacksonensis,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_melanopus,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_pavo,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_pentadactylus,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_trivittatus,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_twistii,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
iniistius_umbrilatus,invertivores-benthic,iniistius,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
labrichthys_unilineatus,invertivores-sessile,labrichthys,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BnthDw
labroides_bicolor,macrocarnivores,labroides,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
labroides_dimidiatus,macrocarnivores,labroides,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
labroides_pectoralis,macrocarnivores,labroides,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
labroides_phthirophagus,macrocarnivores,labroides,NA,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
labroides_rubrolabiatus,macrocarnivores,labroides,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
labropsis_alleni,invertivores-sessile,labropsis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BnthDw
labropsis_australis,invertivores-sessile,labropsis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BnthDw
labropsis_manabei,invertivores-sessile,labropsis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BnthDw
labropsis_micronesica,invertivores-sessile,labropsis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BnthDw
labropsis_polynesica,invertivores-sessile,labropsis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BtPlDw
labropsis_xanthonota,invertivores-sessile,labropsis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BnthDw
labrus_bergylta,macrocarnivores,labrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
labrus_mixtus,invertivores-benthic,labrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
lachnolaimus_maximus,invertivores-benthic,lachnolaimus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
lappanella_fasciata,invertivores-benthic,lappanella,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
larabicus_quadrilineatus,invertivores-sessile,larabicus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BnthDw
leptojulis_chrysotaenia,invertivores-benthic,leptojulis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlAs
leptojulis_cyanopleura,invertivores-benthic,leptojulis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
leptojulis_lambdastigma,invertivores-benthic,leptojulis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
leptojulis_polylepis,invertivores-benthic,leptojulis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
leptoscarus_vaigiensis,microphages,leptoscarus,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BnthAs
macropharyngodon_bipartitus,invertivores-benthic,macropharyngodon,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
macropharyngodon_choati,invertivores-benthic,macropharyngodon,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
macropharyngodon_cyanoguttatus,invertivores-benthic,macropharyngodon,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
macropharyngodon_geoffroy,invertivores-benthic,macropharyngodon,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
macropharyngodon_kuiteri,invertivores-benthic,macropharyngodon,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
macropharyngodon_meleagris,invertivores-benthic,macropharyngodon,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
macropharyngodon_moyeri,invertivores-benthic,macropharyngodon,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
macropharyngodon_negrosensis,invertivores-benthic,macropharyngodon,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
macropharyngodon_ornatus,invertivores-benthic,macropharyngodon,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
macropharyngodon_vivienae,invertivores-benthic,macropharyngodon,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
minilabrus_striatus,invertivores-benthic,minilabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
nicholsina_denticulata,microphages,nicholsina,sparisomatinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
notolabrus_celidotus,invertivores-benthic,notolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
notolabrus_fucicola,invertivores-benthic,notolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
notolabrus_gymnogenis,invertivores-benthic,notolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
notolabrus_inscriptus,invertivores-benthic,notolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
notolabrus_parilus,invertivores-benthic,notolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
notolabrus_tetricus,invertivores-benthic,notolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
novaculichthys_taeniourus,invertivores-benthic,novaculichthys,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
novaculoides_macrolepidotus,invertivores-benthic,novaculoides,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
novaculops_koteamea,invertivores-benthic,novaculops,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
novaculops_pastellus,invertivores-benthic,novaculops,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
novaculops_woodi,invertivores-benthic,novaculops,xyrichtyinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlAs
ophthalmolepis_lineolata,invertivores-benthic,ophthalmolepis,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
oxycheilinus_arenatus,invertivores-benthic,oxycheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
oxycheilinus_bimaculatus,invertivores-benthic,oxycheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
oxycheilinus_celebicus,invertivores-benthic,oxycheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
oxycheilinus_digramma,macrocarnivores,oxycheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
oxycheilinus_lineatus,invertivores-benthic,oxycheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
oxycheilinus_mentalis,invertivores-benthic,oxycheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BnthDw
oxycheilinus_nigromarginatus,invertivores-benthic,oxycheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
oxycheilinus_orientalis,invertivores-benthic,oxycheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
oxycheilinus_unifasciatus,macrocarnivores,oxycheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
paracheilinus_angulatus,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
paracheilinus_attenuatus,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BtPlAs
paracheilinus_bellae,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
paracheilinus_carpenteri,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
paracheilinus_cyaneus,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
paracheilinus_filamentosus,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
paracheilinus_flavianalis,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,Plktiv,BnthAs
paracheilinus_hemitaeniatus,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
paracheilinus_lineopunctatus,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
paracheilinus_mccoskeri,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,Plktiv,BtPlAs
paracheilinus_nursalim,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
paracheilinus_octotaenia,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
paracheilinus_piscilineatus,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
paracheilinus_rubricaudalis,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
paracheilinus_togeanensis,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
paracheilinus_walton,invertivores-benthic,paracheilinus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
parajulis_poecilepterus,invertivores-benthic,parajulis,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pictilabrus_brauni,invertivores-benthic,pictilabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvSes,BnthDw
pictilabrus_laticlavius,invertivores-benthic,pictilabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
polylepion_cruentum,invertivores-benthic,polylepion,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
polylepion_russelli,invertivores-benthic,polylepion,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pseudocheilinops_ataenia,invertivores-benthic,pseudocheilinops,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
pseudocheilinus_citrinus,invertivores-benthic,pseudocheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pseudocheilinus_dispilus,invertivores-benthic,pseudocheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudocheilinus_evanidus,invertivores-benthic,pseudocheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudocheilinus_hexataenia,invertivores-benthic,pseudocheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudocheilinus_ocellatus,invertivores-benthic,pseudocheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
pseudocheilinus_octotaenia,invertivores-benthic,pseudocheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudocheilinus_tetrataenia,invertivores-benthic,pseudocheilinus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudocoris_aurantiofasciata,planktivores,pseudocoris,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pseudocoris_bleekeri,planktivores,pseudocoris,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pseudocoris_heteroptera,planktivores,pseudocoris,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pseudocoris_ocellata,planktivores,pseudocoris,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pseudocoris_yamashiroi,planktivores,pseudocoris,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,Plktiv,BtPlDw
pseudodax_moluccanus,invertivores-benthic,pseudodax,pseudodacinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudojuloides_argyreogaster,invertivores-benthic,pseudojuloides,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudojuloides_atavai,invertivores-benthic,pseudojuloides,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pseudojuloides_cerasinus,invertivores-benthic,pseudojuloides,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudojuloides_elongatus,invertivores-benthic,pseudojuloides,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudojuloides_erythrops,invertivores-benthic,pseudojuloides,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudojuloides_kaleidos,invertivores-benthic,pseudojuloides,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
pseudojuloides_mesostigma,invertivores-benthic,pseudojuloides,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudojuloides_pyrius,invertivores-benthic,pseudojuloides,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudojuloides_severnsi,invertivores-benthic,pseudojuloides,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudojuloides_xanthomos,invertivores-benthic,pseudojuloides,corinae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudolabrus_biserialis,invertivores-benthic,pseudolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
pseudolabrus_eoethinus,invertivores-benthic,pseudolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pseudolabrus_fuentesi,invertivores-benthic,pseudolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
pseudolabrus_gayi,invertivores-benthic,pseudolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pseudolabrus_guentheri,invertivores-benthic,pseudolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pseudolabrus_japonicus,invertivores-benthic,pseudolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pseudolabrus_luculentus,invertivores-benthic,pseudolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudolabrus_semifasciatus,invertivores-benthic,pseudolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pseudolabrus_sieboldi,invertivores-benthic,pseudolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudolabrus_torotai,invertivores-benthic,pseudolabrus,NA,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pteragogus_aurigarius,invertivores-benthic,pteragogus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pteragogus_cryptus,invertivores-benthic,pteragogus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
pteragogus_enneacanthus,invertivores-benthic,pteragogus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BnthAs
pteragogus_flagellifer,invertivores-benthic,pteragogus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthAs
pteragogus_guttatus,invertivores-benthic,pteragogus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pteragogus_pelycus,invertivores-benthic,pteragogus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
pteragogus_taeniops,invertivores-benthic,pteragogus,cheilininae,labridae,eupercaria/misc,teleostei,osteichthyes,InvMob,BnthDw
scarus_altipinnis,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_arabicus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_chameleon,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_coelestinus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_coeruleus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_collana,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_compressus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_dimidiatus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_dubius,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_falcipinnis,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_ferrugineus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_festivus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_flavipectoralis,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_forsteni,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_frenatus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_fuscocaudalis,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_fuscopurpureus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_ghobban,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlAs
scarus_globiceps,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_gracilis,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_guacamaia,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_hoefleri,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_hypselopterus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_iseri,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_koputea,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_longipinnis,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_maculipinna,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_niger,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_obishime,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_oviceps,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_ovifrons,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_perrico,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_persicus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_prasiognathos,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_psittacus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_quoyi,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_rivulatus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_rubroviolaceus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_russelii,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_scaber,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_schlegeli,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_spinus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
scarus_taeniopterus,microphages,scarus,scarinae,labridae,eupercaria/misc,teleostei,osteichthyes,HerDet,BtPlDw
