species,trophic_guild,genus,subfamily,family,order,class,superclass,diet,position
stegastes_variabilis,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,HerDet,BnthDw
stegastes_xanthurus,herbivores-detritivores,stegastes,microspathodontinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BnthDw
teixeirichthys_jordani,planktivores,teixeirichthys,pomacentrinae,pomacentridae,ovalentaria/misc,teleostei,osteichthyes,Omnivr,BtPlDw
pomatomus_saltatrix,macrocarnivores,pomatomus,NA,pomatomidae,scombriformes,teleostei,osteichthyes,FisCep,PelgAs
cookeolus_japonicus,macrocarnivores,cookeolus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
heteropriacanthus_cruentatus,invertivores-pelagic,heteropriacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
priacanthus_alalaua,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
priacanthus_arenatus,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
priacanthus_blochii,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
priacanthus_hamrur,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
priacanthus_macracanthus,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
priacanthus_meeki,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
priacanthus_nasca,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
priacanthus_prolixus,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
priacanthus_sagittarius,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
priacanthus_tayenus,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
priacanthus_zaiserae,macrocarnivores,priacanthus,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pristigenys_alta,macrocarnivores,pristigenys,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pristigenys_niphonia,macrocarnivores,pristigenys,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,InvMob,BtPlDw
pristigenys_serrula,macrocarnivores,pristigenys,NA,priacanthidae,eupercaria/misc,teleostei,osteichthyes,FisCep,BtPlDw
anisochromis_kenyae,invertivores-benthic,anisochromis,anisochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
assiculoides_desmonotus,invertivores-benthic,assiculoides,assiculinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvSes,PelgDw
assiculus_punctatus,invertivores-benthic,assiculus,assiculinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
blennodesmus_scapularis,invertivores-benthic,blennodesmus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
chlidichthys_abruptus,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
chlidichthys_auratus,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
chlidichthys_bibulus,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
chlidichthys_cacatuoides,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
chlidichthys_chagosensis,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
chlidichthys_clibanarius,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
chlidichthys_foudioides,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
chlidichthys_inornatus,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
chlidichthys_johnvoelckeri,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
chlidichthys_pembae,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
chlidichthys_randalli,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
chlidichthys_rubiceps,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
chlidichthys_smithae,invertivores-benthic,chlidichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
congrogadus_amplimaculatus,invertivores-benthic,congrogadus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvSes,PelgDw
congrogadus_hierichthys,invertivores-benthic,congrogadus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
congrogadus_malayanus,invertivores-benthic,congrogadus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
congrogadus_spinifer,invertivores-benthic,congrogadus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
congrogadus_subducens,macrocarnivores,congrogadus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
congrogadus_winterbottomi,invertivores-benthic,congrogadus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
cypho_purpurascens,invertivores-benthic,cypho,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
cypho_zaps,invertivores-benthic,cypho,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
halidesmus_coccus,invertivores-benthic,halidesmus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,PelgDw
halidesmus_polytretus,invertivores-benthic,halidesmus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
halidesmus_scapularis,invertivores-benthic,halidesmus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
halidesmus_socotraensis,invertivores-benthic,halidesmus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
halidesmus_thomaseni,invertivores-benthic,halidesmus,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,PelgDw
halimuraena_hexagonata,invertivores-benthic,halimuraena,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
halimuraena_lepopareia,invertivores-benthic,halimuraena,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
halimuraena_shakai,invertivores-benthic,halimuraena,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
halimuraenoides_isostigma,invertivores-benthic,halimuraenoides,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
haliophis_aethiopus,invertivores-benthic,haliophis,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
haliophis_diademus,invertivores-benthic,haliophis,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
haliophis_guttatus,invertivores-benthic,haliophis,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
labracinus_atrofasciatus,macrocarnivores,labracinus,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
labracinus_cyclophthalmus,macrocarnivores,labracinus,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
labracinus_lineatus,macrocarnivores,labracinus,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
lubbockichthys_multisquamatus,invertivores-benthic,lubbockichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
lubbockichthys_tanakai,invertivores-benthic,lubbockichthys,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
manonichthys_alleni,invertivores-benthic,manonichthys,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
manonichthys_paranox,invertivores-benthic,manonichthys,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
manonichthys_polynemus,invertivores-benthic,manonichthys,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
manonichthys_splendens,invertivores-benthic,manonichthys,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
manonichthys_winterbottomi,invertivores-benthic,manonichthys,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
natalichthys_leptus,invertivores-benthic,natalichthys,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
natalichthys_ori,invertivores-benthic,natalichthys,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,PelgDw
natalichthys_sam,invertivores-benthic,natalichthys,congrogadinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,PelgDw
ogilbyina_novaehollandiae,invertivores-benthic,ogilbyina,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
ogilbyina_queenslandiae,invertivores-benthic,ogilbyina,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
ogilbyina_salvati,invertivores-benthic,ogilbyina,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
oxycercichthys_veliferus,invertivores-benthic,oxycercichthys,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pectinochromis_lubbocki,invertivores-benthic,pectinochromis,pseudoplesiopinae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,HerMac,PelgDw
pholidochromis_marginatus,invertivores-benthic,pholidochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pictichromis_aurifrons,invertivores-benthic,pictichromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pictichromis_coralensis,invertivores-benthic,pictichromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pictichromis_diadema,invertivores-benthic,pictichromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pictichromis_dinar,invertivores-benthic,pictichromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pictichromis_ephippiata,invertivores-benthic,pictichromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pictichromis_paccagnellorum,invertivores-benthic,pictichromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pictichromis_porphyrea,invertivores-benthic,pictichromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_aldabraensis,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_alticaudex,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_ammeri,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_andamanensis,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_aureolineatus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_aurulentus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_bitaeniatus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_caudalis,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_coccinicauda,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_colei,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_cyanotaenia,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_dilectus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_dixurus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_dutoiti,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_elongatus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_flammicauda,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_flavivertex,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_flavopunctatus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_fowleri,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_fridmani,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_fuscus,macrocarnivores,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_howsoni,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_jamesi,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_kolythrus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_kristinae,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_leucorhynchus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_linda,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_litus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_luteus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_madagascariensis,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_magnificus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_marshallensis,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_melanurus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_melas,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_mooii,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_moorei,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_natalensis,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_nigrovittatus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_olivaceus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_omanensis,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_persicus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_perspicillatus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_pesi,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_pictus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_punctatus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_pylei,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_quinquedentatus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_ransonneti,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_reticulatus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_sankeyi,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_springeri,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_steenei,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_striatus,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_tapeinosoma,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_tauberae,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_tonozukai,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,InvMob,BnthDw
pseudochromis_viridis,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
pseudochromis_wilsoni,invertivores-benthic,pseudochromis,pseudochrominae,pseudochromidae,ovalentaria/misc,teleostei,osteichthyes,FisCep,BnthDw
